machine = anice.dpmms.cam.ac.uk, n = 1200, p = 2000, k = 1, z = 400, vartheta = 0.5, q1 = 0.1, q2 = 0.1, cp = 537, cp.soft = 150, angle = 63.1019711304379, angle.soft = 89.8251344620519
machine = sloth.statslab.cam.ac.uk, n = 1200, p = 2000, k = 44, z = 400, vartheta = 3, q1 = 0.5, q2 = 0.5, cp = 401, cp.soft = 400, angle = 25.8206180963477, angle.soft = 56.3210033990449
machine = sloth.statslab.cam.ac.uk, n = 1200, p = 2000, k = 44, z = 400, vartheta = 3, q1 = 0.5, q2 = 0.5, cp = 401, cp.soft = 400, angle = 21.6734454925629, angle.soft = 49.1759315356387
machine = sloth.statslab.cam.ac.uk, n = 1200, p = 2000, k = 2000, z = 400, vartheta = 0.5, q1 = 0.1, q2 = 0.1, cp = 753, cp.soft = 823, angle = 89.3500137338666, angle.soft = 89.3042328256493
machine = sloth.statslab.cam.ac.uk, n = 1200, p = 2000, k = 2000, z = 400, vartheta = 0.5, q1 = 0.1, q2 = 0.1, cp = 608, cp.soft = 330, angle = 86.734904335401, angle.soft = 88.4107415638466
machine = sloth.statslab.cam.ac.uk, n = 1200, p = 2000, k = 2000, z = 400, vartheta = 0.5, q1 = 0.1, q2 = 0.1, cp = 613, cp.soft = 1198, angle = 89.7959906076176, angle.soft = 88.8452292426744
machine = sloth.statslab.cam.ac.uk, n = 1200, p = 2000, k = 2000, z = 400, vartheta = 0.5, q1 = 0.1, q2 = 0.1, cp = 532, cp.soft = 761, angle = 89.9155993820166, angle.soft = 89.7657783947738
machine = sloth.statslab.cam.ac.uk, n = 1200, p = 2000, k = 2000, z = 400, vartheta = 0.5, q1 = 0.5, q2 = 0.5, cp = 561, cp.soft = 1143, angle = 82.8734015565425, angle.soft = 88.5455080227142
machine = sloth.statslab.cam.ac.uk, n = 1200, p = 2000, k = 2000, z = 400, vartheta = 0.5, q1 = 0.5, q2 = 0.5, cp = 710, cp.soft = 113, angle = 88.4592943018014, angle.soft = 89.2873898515894
machine = sloth.statslab.cam.ac.uk, n = 1200, p = 2000, k = 2000, z = 400, vartheta = 0.5, q1 = 0.5, q2 = 0.5, cp = 577, cp.soft = 1198, angle = 85.6419415021104, angle.soft = 89.1577753664923
machine = sloth.statslab.cam.ac.uk, n = 1200, p = 2000, k = 2000, z = 400, vartheta = 0.5, q1 = 0.5, q2 = 0.5, cp = 562, cp.soft = 4, angle = 82.605396653679, angle.soft = 89.4679760208598
machine = sloth.statslab.cam.ac.uk, n = 1200, p = 2000, k = 2000, z = 400, vartheta = 1, q1 = 0.1, q2 = 0.1, cp = 461, cp.soft = 11, angle = 85.5674775571324, angle.soft = 87.1048987329588
machine = sloth.statslab.cam.ac.uk, n = 1200, p = 2000, k = 2000, z = 400, vartheta = 1, q1 = 0.1, q2 = 0.1, cp = 773, cp.soft = 843, angle = 89.4670387602382, angle.soft = 88.1458674540593
machine = sloth.statslab.cam.ac.uk, n = 1200, p = 2000, k = 2000, z = 400, vartheta = 1, q1 = 0.1, q2 = 0.1, cp = 598, cp.soft = 919, angle = 83.6647412076329, angle.soft = 89.5885226742854
machine = sloth.statslab.cam.ac.uk, n = 1200, p = 2000, k = 2000, z = 400, vartheta = 1, q1 = 0.1, q2 = 0.1, cp = 544, cp.soft = 1097, angle = 81.9715568060206, angle.soft = 87.8562363937338
machine = sloth.statslab.cam.ac.uk, n = 1200, p = 2000, k = 2000, z = 400, vartheta = 1, q1 = 0.5, q2 = 0.5, cp = 495, cp.soft = 22, angle = 76.8715715099467, angle.soft = 89.74162119917
machine = sloth.statslab.cam.ac.uk, n = 1200, p = 2000, k = 2000, z = 400, vartheta = 1, q1 = 0.5, q2 = 0.5, cp = 428, cp.soft = 490, angle = 86.9280917343402, angle.soft = 89.6859862013138
machine = sloth.statslab.cam.ac.uk, n = 1200, p = 2000, k = 2000, z = 400, vartheta = 1, q1 = 0.5, q2 = 0.5, cp = 425, cp.soft = 111, angle = 69.0942449401833, angle.soft = 89.6167470714499
machine = sloth.statslab.cam.ac.uk, n = 1200, p = 2000, k = 2000, z = 400, vartheta = 1, q1 = 0.5, q2 = 0.5, cp = 461, cp.soft = 32, angle = 73.4165069415742, angle.soft = 87.8958758324726
machine = sloth.statslab.cam.ac.uk, n = 1200, p = 2000, k = 2000, z = 400, vartheta = 1.5, q1 = 0.1, q2 = 0.1, cp = 604, cp.soft = 482, angle = 84.6022829630205, angle.soft = 89.8870866735379
machine = sloth.statslab.cam.ac.uk, n = 1200, p = 2000, k = 2000, z = 400, vartheta = 1.5, q1 = 0.1, q2 = 0.1, cp = 686, cp.soft = 167, angle = 88.8185991543534, angle.soft = 85.0459366540265
machine = sloth.statslab.cam.ac.uk, n = 1200, p = 2000, k = 2000, z = 400, vartheta = 1.5, q1 = 0.1, q2 = 0.1, cp = 399, cp.soft = 318, angle = 70.7578270083168, angle.soft = 87.807802110148
machine = sloth.statslab.cam.ac.uk, n = 1200, p = 2000, k = 2000, z = 400, vartheta = 1.5, q1 = 0.1, q2 = 0.1, cp = 365, cp.soft = 1144, angle = 76.9953407297251, angle.soft = 79.2319096728036
machine = sloth.statslab.cam.ac.uk, n = 1200, p = 2000, k = 2000, z = 400, vartheta = 1.5, q1 = 0.5, q2 = 0.5, cp = 372, cp.soft = 5, angle = 65.4118737679597, angle.soft = 89.4508751310254
machine = sloth.statslab.cam.ac.uk, n = 1200, p = 2000, k = 2000, z = 400, vartheta = 1.5, q1 = 0.5, q2 = 0.5, cp = 400, cp.soft = 242, angle = 55.1163062448525, angle.soft = 87.0182155841337
machine = sloth.statslab.cam.ac.uk, n = 1200, p = 2000, k = 2000, z = 400, vartheta = 1.5, q1 = 0.5, q2 = 0.5, cp = 437, cp.soft = 1192, angle = 59.9417551578269, angle.soft = 89.2663128168825
machine = sloth.statslab.cam.ac.uk, n = 1200, p = 2000, k = 2000, z = 400, vartheta = 1.5, q1 = 0.5, q2 = 0.5, cp = 400, cp.soft = 1153, angle = 70.5243597155757, angle.soft = 89.8168415629258
machine = sloth.statslab.cam.ac.uk, n = 1200, p = 2000, k = 2000, z = 400, vartheta = 2, q1 = 0.1, q2 = 0.1, cp = 558, cp.soft = 389, angle = 77.0410778989885, angle.soft = 72.9626481891745
machine = sloth.statslab.cam.ac.uk, n = 1200, p = 2000, k = 2000, z = 400, vartheta = 2, q1 = 0.1, q2 = 0.1, cp = 434, cp.soft = 32, angle = 55.3754410913021, angle.soft = 88.6767184471218
machine = sloth.statslab.cam.ac.uk, n = 1200, p = 2000, k = 2000, z = 400, vartheta = 2, q1 = 0.1, q2 = 0.1, cp = 592, cp.soft = 153, angle = 88.4424433993991, angle.soft = 87.5908537816867
machine = sloth.statslab.cam.ac.uk, n = 1200, p = 2000, k = 2000, z = 400, vartheta = 2, q1 = 0.1, q2 = 0.1, cp = 407, cp.soft = 123, angle = 65.7461488481766, angle.soft = 87.2177716059814
machine = sloth.statslab.cam.ac.uk, n = 1200, p = 2000, k = 2000, z = 400, vartheta = 2, q1 = 0.5, q2 = 0.5, cp = 494, cp.soft = 14, angle = 63.6255056086936, angle.soft = 88.9892129191372
machine = sloth.statslab.cam.ac.uk, n = 1200, p = 2000, k = 2000, z = 400, vartheta = 2, q1 = 0.5, q2 = 0.5, cp = 401, cp.soft = 462, angle = 61.3726075497971, angle.soft = 89.9280602025224
machine = sloth.statslab.cam.ac.uk, n = 1200, p = 2000, k = 2000, z = 400, vartheta = 2, q1 = 0.5, q2 = 0.5, cp = 405, cp.soft = 333, angle = 53.5451728849695, angle.soft = 78.7879738840275
machine = sloth.statslab.cam.ac.uk, n = 1200, p = 2000, k = 2000, z = 400, vartheta = 2, q1 = 0.5, q2 = 0.5, cp = 400, cp.soft = 1088, angle = 68.8049414446054, angle.soft = 89.1168389027542
machine = sloth.statslab.cam.ac.uk, n = 1200, p = 2000, k = 2000, z = 400, vartheta = 2.5, q1 = 0.1, q2 = 0.1, cp = 665, cp.soft = 14, angle = 83.0101722031507, angle.soft = 82.1315741821998
machine = sloth.statslab.cam.ac.uk, n = 1200, p = 2000, k = 2000, z = 400, vartheta = 2.5, q1 = 0.1, q2 = 0.1, cp = 562, cp.soft = 85, angle = 71.7291609192598, angle.soft = 87.7936658491492
machine = sloth.statslab.cam.ac.uk, n = 1200, p = 2000, k = 2000, z = 400, vartheta = 2.5, q1 = 0.1, q2 = 0.1, cp = 661, cp.soft = 236, angle = 78.2561834088579, angle.soft = 87.8733742110354
machine = sloth.statslab.cam.ac.uk, n = 1200, p = 2000, k = 2000, z = 400, vartheta = 2.5, q1 = 0.1, q2 = 0.1, cp = 448, cp.soft = 50, angle = 68.0355545535299, angle.soft = 89.3454182286829
machine = sloth.statslab.cam.ac.uk, n = 1200, p = 2000, k = 2000, z = 400, vartheta = 2.5, q1 = 0.5, q2 = 0.5, cp = 395, cp.soft = 133, angle = 60.5325654798103, angle.soft = 87.0625491873192
machine = sloth.statslab.cam.ac.uk, n = 1200, p = 2000, k = 2000, z = 400, vartheta = 2.5, q1 = 0.5, q2 = 0.5, cp = 403, cp.soft = 1198, angle = 62.8977019885704, angle.soft = 89.3970400334787
machine = sloth.statslab.cam.ac.uk, n = 1200, p = 2000, k = 2000, z = 400, vartheta = 2.5, q1 = 0.5, q2 = 0.5, cp = 400, cp.soft = 1188, angle = 54.5397229577032, angle.soft = 88.0427898946382
machine = sloth.statslab.cam.ac.uk, n = 1200, p = 2000, k = 2000, z = 400, vartheta = 2.5, q1 = 0.5, q2 = 0.5, cp = 400, cp.soft = 209, angle = 56.3964131195681, angle.soft = 87.1674839525246
machine = sloth.statslab.cam.ac.uk, n = 1200, p = 2000, k = 2000, z = 400, vartheta = 3, q1 = 0.1, q2 = 0.1, cp = 431, cp.soft = 794, angle = 72.0166354946852, angle.soft = 87.0568013353936
machine = sloth.statslab.cam.ac.uk, n = 1200, p = 2000, k = 2000, z = 400, vartheta = 3, q1 = 0.1, q2 = 0.1, cp = 465, cp.soft = 314, angle = 70.7759960172574, angle.soft = 89.1961722956595
machine = sloth.statslab.cam.ac.uk, n = 1200, p = 2000, k = 2000, z = 400, vartheta = 3, q1 = 0.1, q2 = 0.1, cp = 380, cp.soft = 1122, angle = 74.6195084523716, angle.soft = 89.3926743744921
machine = sloth.statslab.cam.ac.uk, n = 1200, p = 2000, k = 2000, z = 400, vartheta = 3, q1 = 0.1, q2 = 0.1, cp = 413, cp.soft = 833, angle = 68.9717926034758, angle.soft = 87.8899202714798
machine = sloth.statslab.cam.ac.uk, n = 1200, p = 2000, k = 2000, z = 400, vartheta = 3, q1 = 0.5, q2 = 0.5, cp = 399, cp.soft = 402, angle = 55.4463866545283, angle.soft = 74.6554354132617
machine = sloth.statslab.cam.ac.uk, n = 1200, p = 2000, k = 2000, z = 400, vartheta = 3, q1 = 0.5, q2 = 0.5, cp = 400, cp.soft = 400, angle = 51.5646516529445, angle.soft = 68.6950027614012
machine = sloth.statslab.cam.ac.uk, n = 1200, p = 2000, k = 2000, z = 400, vartheta = 3, q1 = 0.5, q2 = 0.5, cp = 400, cp.soft = 421, angle = 49.5305676449438, angle.soft = 77.1455979683323
machine = sloth.statslab.cam.ac.uk, n = 1200, p = 2000, k = 2000, z = 400, vartheta = 3, q1 = 0.5, q2 = 0.5, cp = 398, cp.soft = 400, angle = 48.8524383107387, angle.soft = 66.091178047585
machine = snake.statslab.cam.ac.uk, n = 1200, p = 2000, k = 1, z = 400, vartheta = 0.5, q1 = 0.1, q2 = 0.1, cp = 456, cp.soft = 110, angle = 90, angle.soft = 89.7771569206257
machine = snake.statslab.cam.ac.uk, n = 1200, p = 2000, k = 1, z = 400, vartheta = 0.5, q1 = 0.1, q2 = 0.1, cp = 828, cp.soft = 653, angle = 90, angle.soft = 89.9997062434791
machine = snake.statslab.cam.ac.uk, n = 1200, p = 2000, k = 1, z = 400, vartheta = 0.5, q1 = 0.1, q2 = 0.1, cp = 545, cp.soft = 1185, angle = 78.3984948760967, angle.soft = 89.9895405583899
machine = snake.statslab.cam.ac.uk, n = 1200, p = 2000, k = 1, z = 400, vartheta = 0.5, q1 = 0.1, q2 = 0.1, cp = 552, cp.soft = 1197, angle = 63.6536583007599, angle.soft = 89.8958469325896
machine = snake.statslab.cam.ac.uk, n = 1200, p = 2000, k = 1, z = 400, vartheta = 0.5, q1 = 0.5, q2 = 0.5, cp = 436, cp.soft = 1081, angle = 57.838772826055, angle.soft = 89.6800330278148
machine = snake.statslab.cam.ac.uk, n = 1200, p = 2000, k = 1, z = 400, vartheta = 0.5, q1 = 0.5, q2 = 0.5, cp = 390, cp.soft = 133, angle = 52.268623600796, angle.soft = 89.8040065876384
machine = snake.statslab.cam.ac.uk, n = 1200, p = 2000, k = 1, z = 400, vartheta = 0.5, q1 = 0.5, q2 = 0.5, cp = 670, cp.soft = 1198, angle = 84.7854603798593, angle.soft = 84.6881334644201
machine = snake.statslab.cam.ac.uk, n = 1200, p = 2000, k = 1, z = 400, vartheta = 0.5, q1 = 0.5, q2 = 0.5, cp = 620, cp.soft = 379, angle = 73.9438522730131, angle.soft = 89.7154419537626
machine = snake.statslab.cam.ac.uk, n = 1200, p = 2000, k = 1, z = 400, vartheta = 1, q1 = 0.1, q2 = 0.1, cp = 409, cp.soft = 119, angle = 57.533030623375, angle.soft = 86.3878458083818
machine = snake.statslab.cam.ac.uk, n = 1200, p = 2000, k = 1, z = 400, vartheta = 1, q1 = 0.1, q2 = 0.1, cp = 652, cp.soft = 8, angle = 90, angle.soft = 89.9999700488786
machine = snake.statslab.cam.ac.uk, n = 1200, p = 2000, k = 1, z = 400, vartheta = 1, q1 = 0.1, q2 = 0.1, cp = 423, cp.soft = 1100, angle = 67.0723335701651, angle.soft = 89.7837386700597
machine = snake.statslab.cam.ac.uk, n = 1200, p = 2000, k = 1, z = 400, vartheta = 1, q1 = 0.1, q2 = 0.1, cp = 370, cp.soft = 950, angle = 66.8692057982718, angle.soft = 89.9796685522139
machine = snake.statslab.cam.ac.uk, n = 1200, p = 2000, k = 1, z = 400, vartheta = 1, q1 = 0.5, q2 = 0.5, cp = 418, cp.soft = 982, angle = 27.4844621452629, angle.soft = 86.6484242405928
machine = snake.statslab.cam.ac.uk, n = 1200, p = 2000, k = 1, z = 400, vartheta = 1, q1 = 0.5, q2 = 0.5, cp = 397, cp.soft = 93, angle = 16.9930724218899, angle.soft = 89.6414746919319
machine = snake.statslab.cam.ac.uk, n = 1200, p = 2000, k = 1, z = 400, vartheta = 1, q1 = 0.5, q2 = 0.5, cp = 428, cp.soft = 425, angle = 26.1229308454198, angle.soft = 39.7189597365136
machine = snake.statslab.cam.ac.uk, n = 1200, p = 2000, k = 1, z = 400, vartheta = 1, q1 = 0.5, q2 = 0.5, cp = 366, cp.soft = 383, angle = 19.6147102371792, angle.soft = 35.8062606317014
machine = snake.statslab.cam.ac.uk, n = 1200, p = 2000, k = 1, z = 400, vartheta = 1.5, q1 = 0.1, q2 = 0.1, cp = 357, cp.soft = 1197, angle = 57.1189876554147, angle.soft = 89.9663123758889
machine = snake.statslab.cam.ac.uk, n = 1200, p = 2000, k = 1, z = 400, vartheta = 1.5, q1 = 0.1, q2 = 0.1, cp = 395, cp.soft = 409, angle = 25.4607212368853, angle.soft = 17.1762812745056
machine = snake.statslab.cam.ac.uk, n = 1200, p = 2000, k = 1, z = 400, vartheta = 1.5, q1 = 0.1, q2 = 0.1, cp = 407, cp.soft = 1184, angle = 46.1675708148774, angle.soft = 89.9867247872735
machine = snake.statslab.cam.ac.uk, n = 1200, p = 2000, k = 1, z = 400, vartheta = 1.5, q1 = 0.1, q2 = 0.1, cp = 637, cp.soft = 2, angle = 76.9792962868775, angle.soft = 12.5269868866337
machine = snake.statslab.cam.ac.uk, n = 1200, p = 2000, k = 1, z = 400, vartheta = 1.5, q1 = 0.5, q2 = 0.5, cp = 400, cp.soft = 400, angle = 10.0199011809691, angle.soft = 14.69032435563
machine = snake.statslab.cam.ac.uk, n = 1200, p = 2000, k = 1, z = 400, vartheta = 1.5, q1 = 0.5, q2 = 0.5, cp = 398, cp.soft = 380, angle = 12.9011554813852, angle.soft = 15.9652778017439
machine = snake.statslab.cam.ac.uk, n = 1200, p = 2000, k = 1, z = 400, vartheta = 1.5, q1 = 0.5, q2 = 0.5, cp = 405, cp.soft = 399, angle = 15.9854066091847, angle.soft = 14.1927135962126
machine = snake.statslab.cam.ac.uk, n = 1200, p = 2000, k = 1, z = 400, vartheta = 1.5, q1 = 0.5, q2 = 0.5, cp = 401, cp.soft = 404, angle = 18.5119987267888, angle.soft = 15.6816484894759
machine = snake.statslab.cam.ac.uk, n = 1200, p = 2000, k = 1, z = 400, vartheta = 2, q1 = 0.1, q2 = 0.1, cp = 400, cp.soft = 302, angle = 16.266456835499, angle.soft = 1.7359715307361
machine = snake.statslab.cam.ac.uk, n = 1200, p = 2000, k = 1, z = 400, vartheta = 2, q1 = 0.1, q2 = 0.1, cp = 400, cp.soft = 468, angle = 16.7282610132126, angle.soft = 3.48820536845635
machine = snake.statslab.cam.ac.uk, n = 1200, p = 2000, k = 1, z = 400, vartheta = 2, q1 = 0.1, q2 = 0.1, cp = 402, cp.soft = 539, angle = 26.6208116977952, angle.soft = 3.0073540425098
machine = snake.statslab.cam.ac.uk, n = 1200, p = 2000, k = 1, z = 400, vartheta = 2, q1 = 0.1, q2 = 0.1, cp = 409, cp.soft = 526, angle = 37.7165492436933, angle.soft = 7.3640623374804
machine = snake.statslab.cam.ac.uk, n = 1200, p = 2000, k = 1, z = 400, vartheta = 2, q1 = 0.5, q2 = 0.5, cp = 402, cp.soft = 396, angle = 12.5088253729021, angle.soft = 3.11606333594773
machine = snake.statslab.cam.ac.uk, n = 1200, p = 2000, k = 1, z = 400, vartheta = 2, q1 = 0.5, q2 = 0.5, cp = 400, cp.soft = 421, angle = 11.7170210713828, angle.soft = 2.99189949423908
machine = snake.statslab.cam.ac.uk, n = 1200, p = 2000, k = 1, z = 400, vartheta = 2, q1 = 0.5, q2 = 0.5, cp = 399, cp.soft = 411, angle = 10.0101138314301, angle.soft = 2.24135349645659
machine = snake.statslab.cam.ac.uk, n = 1200, p = 2000, k = 1, z = 400, vartheta = 2, q1 = 0.5, q2 = 0.5, cp = 397, cp.soft = 397, angle = 10.1846494023386, angle.soft = 3.84162940887218
machine = snake.statslab.cam.ac.uk, n = 1200, p = 2000, k = 1, z = 400, vartheta = 2.5, q1 = 0.1, q2 = 0.1, cp = 439, cp.soft = 12, angle = 29.1942895902956, angle.soft = 7.63268809777193
machine = snake.statslab.cam.ac.uk, n = 1200, p = 2000, k = 1, z = 400, vartheta = 2.5, q1 = 0.1, q2 = 0.1, cp = 405, cp.soft = 833, angle = 26.1476005951312, angle.soft = 1.46083415876974
machine = snake.statslab.cam.ac.uk, n = 1200, p = 2000, k = 1, z = 400, vartheta = 2.5, q1 = 0.1, q2 = 0.1, cp = 407, cp.soft = 1025, angle = 36.3360698473931, angle.soft = 1.92261264814548
machine = snake.statslab.cam.ac.uk, n = 1200, p = 2000, k = 1, z = 400, vartheta = 2.5, q1 = 0.1, q2 = 0.1, cp = 439, cp.soft = 1198, angle = 40.6156740254429, angle.soft = 2.0744089948711
machine = snake.statslab.cam.ac.uk, n = 1200, p = 2000, k = 1, z = 400, vartheta = 2.5, q1 = 0.5, q2 = 0.5, cp = 400, cp.soft = 480, angle = 7.00541317728127, angle.soft = 1.50602218953943
machine = snake.statslab.cam.ac.uk, n = 1200, p = 2000, k = 1, z = 400, vartheta = 2.5, q1 = 0.5, q2 = 0.5, cp = 427, cp.soft = 357, angle = 13.4049294696502, angle.soft = 2.15879741127391
machine = snake.statslab.cam.ac.uk, n = 1200, p = 2000, k = 1, z = 400, vartheta = 2.5, q1 = 0.5, q2 = 0.5, cp = 400, cp.soft = 383, angle = 8.36604278062683, angle.soft = 1.2897148391153
machine = snake.statslab.cam.ac.uk, n = 1200, p = 2000, k = 1, z = 400, vartheta = 2.5, q1 = 0.5, q2 = 0.5, cp = 400, cp.soft = 410, angle = 10.3639452757514, angle.soft = 1.74095787172171
machine = snake.statslab.cam.ac.uk, n = 1200, p = 2000, k = 1, z = 400, vartheta = 3, q1 = 0.1, q2 = 0.1, cp = 548, cp.soft = 148, angle = 36.5523067834097, angle.soft = 9.70030216386149
machine = snake.statslab.cam.ac.uk, n = 1200, p = 2000, k = 1, z = 400, vartheta = 3, q1 = 0.1, q2 = 0.1, cp = 399, cp.soft = 402, angle = 12.1355247024624, angle.soft = 1.18919016153724
machine = snake.statslab.cam.ac.uk, n = 1200, p = 2000, k = 1, z = 400, vartheta = 3, q1 = 0.1, q2 = 0.1, cp = 466, cp.soft = 990, angle = 12.6544299812433, angle.soft = 1.03155942206473
machine = snake.statslab.cam.ac.uk, n = 1200, p = 2000, k = 1, z = 400, vartheta = 3, q1 = 0.1, q2 = 0.1, cp = 395, cp.soft = 1092, angle = 15.1823940970287, angle.soft = 1.06430041159102
machine = snake.statslab.cam.ac.uk, n = 1200, p = 2000, k = 1, z = 400, vartheta = 3, q1 = 0.5, q2 = 0.5, cp = 400, cp.soft = 400, angle = 6.52691821136878, angle.soft = 1.15000978120884
machine = snake.statslab.cam.ac.uk, n = 1200, p = 2000, k = 1, z = 400, vartheta = 3, q1 = 0.5, q2 = 0.5, cp = 404, cp.soft = 480, angle = 9.90802728697599, angle.soft = 1.30931313142231
machine = snake.statslab.cam.ac.uk, n = 1200, p = 2000, k = 1, z = 400, vartheta = 3, q1 = 0.5, q2 = 0.5, cp = 402, cp.soft = 401, angle = 8.0480279454069, angle.soft = 1.22371666459032
machine = snake.statslab.cam.ac.uk, n = 1200, p = 2000, k = 1, z = 400, vartheta = 3, q1 = 0.5, q2 = 0.5, cp = 398, cp.soft = 401, angle = 9.60825758966601, angle.soft = 1.15226203073299
machine = snake.statslab.cam.ac.uk, n = 1200, p = 2000, k = 3, z = 400, vartheta = 0.5, q1 = 0.1, q2 = 0.1, cp = 454, cp.soft = 1, angle = 64.3619285250018, angle.soft = 89.5515787624152
machine = snake.statslab.cam.ac.uk, n = 1200, p = 2000, k = 3, z = 400, vartheta = 0.5, q1 = 0.1, q2 = 0.1, cp = 357, cp.soft = 1169, angle = 90, angle.soft = 89.9405321378169
machine = snake.statslab.cam.ac.uk, n = 1200, p = 2000, k = 3, z = 400, vartheta = 0.5, q1 = 0.1, q2 = 0.1, cp = 572, cp.soft = 336, angle = 90, angle.soft = 89.9712531615065
machine = snake.statslab.cam.ac.uk, n = 1200, p = 2000, k = 3, z = 400, vartheta = 0.5, q1 = 0.1, q2 = 0.1, cp = 660, cp.soft = 739, angle = 90, angle.soft = 89.9990953460982
machine = snake.statslab.cam.ac.uk, n = 1200, p = 2000, k = 3, z = 400, vartheta = 0.5, q1 = 0.5, q2 = 0.5, cp = 620, cp.soft = 803, angle = 82.8374383199802, angle.soft = 89.9429822814486
machine = snake.statslab.cam.ac.uk, n = 1200, p = 2000, k = 3, z = 400, vartheta = 0.5, q1 = 0.5, q2 = 0.5, cp = 482, cp.soft = 1133, angle = 68.2809061874962, angle.soft = 86.8521817676954
machine = snake.statslab.cam.ac.uk, n = 1200, p = 2000, k = 3, z = 400, vartheta = 0.5, q1 = 0.5, q2 = 0.5, cp = 518, cp.soft = 245, angle = 68.1452208360239, angle.soft = 89.6996053443184
machine = snake.statslab.cam.ac.uk, n = 1200, p = 2000, k = 3, z = 400, vartheta = 0.5, q1 = 0.5, q2 = 0.5, cp = 403, cp.soft = 139, angle = 78.8794655337213, angle.soft = 89.6411337448153
machine = snake.statslab.cam.ac.uk, n = 1200, p = 2000, k = 3, z = 400, vartheta = 1, q1 = 0.1, q2 = 0.1, cp = 392, cp.soft = 1173, angle = 55.9601092395509, angle.soft = 89.9657168208353
machine = snake.statslab.cam.ac.uk, n = 1200, p = 2000, k = 3, z = 400, vartheta = 1, q1 = 0.1, q2 = 0.1, cp = 385, cp.soft = 82, angle = 85.4268686413097, angle.soft = 89.9768652515492
machine = snake.statslab.cam.ac.uk, n = 1200, p = 2000, k = 3, z = 400, vartheta = 1, q1 = 0.1, q2 = 0.1, cp = 468, cp.soft = 149, angle = 62.4779911337561, angle.soft = 87.8159438760016
machine = snake.statslab.cam.ac.uk, n = 1200, p = 2000, k = 3, z = 400, vartheta = 1, q1 = 0.1, q2 = 0.1, cp = 341, cp.soft = 671, angle = 56.3172130774356, angle.soft = 89.9716282040488
machine = snake.statslab.cam.ac.uk, n = 1200, p = 2000, k = 3, z = 400, vartheta = 1, q1 = 0.5, q2 = 0.5, cp = 400, cp.soft = 390, angle = 18.09724769858, angle.soft = 83.571018742302
machine = snake.statslab.cam.ac.uk, n = 1200, p = 2000, k = 3, z = 400, vartheta = 1, q1 = 0.5, q2 = 0.5, cp = 430, cp.soft = 260, angle = 39.2604433365014, angle.soft = 83.4194910784266
machine = snake.statslab.cam.ac.uk, n = 1200, p = 2000, k = 3, z = 400, vartheta = 1, q1 = 0.5, q2 = 0.5, cp = 400, cp.soft = 399, angle = 27.8815054433774, angle.soft = 53.5718433213114
machine = snake.statslab.cam.ac.uk, n = 1200, p = 2000, k = 3, z = 400, vartheta = 1, q1 = 0.5, q2 = 0.5, cp = 404, cp.soft = 1187, angle = 26.5056048934027, angle.soft = 87.0212780683814
machine = snake.statslab.cam.ac.uk, n = 1200, p = 2000, k = 3, z = 400, vartheta = 1.5, q1 = 0.1, q2 = 0.1, cp = 486, cp.soft = 732, angle = 83.7430441192552, angle.soft = 89.924851952145
